date,page,title,tenure,location,salary,industry,education,prior_experience,signing_bonus,stock_or_bonus,total_comp,extra_col
2020,2,• Title: Informatics Manager,• Tenure length: 1 year.,• Location: NYC/Remote,• Salary: 160k,• Company/Industry: Healthcare,• Education: PhD,"• Prior Experience: 2 years as a data scientist, 2 years in health IT",• $Internship,• $Coop,• Relocation/Signing Bonus: NA,• Stock and/or recurring bonuses: NA
2020,2,I suggest a specialization that will help you build a strong technical foundation before moving into Healthcare.,Pros:,Cons:,Takeaway:,,,,,,,
2020,2,Title: Analytics Manager (individual contributor),Tenure length: 1.5 years in this role,Location: Chicago,Salary: $107k,Company/Industry: travel technology,"Education: BA in Communication, halfway through an MSDS","Prior Experience: 3 years in a prior analytics role, 12 years before that in traditional marketing roles",Relocation/Signing Bonus: $15k ($10k after 1 month and $5k after 1 year),"Stock and/or recurring bonuses: 12% bonus eligible annually, and merit based stock awards that start vesting after a year (last year I got $20k, not sure how common these are given out)",Total comp: $107-121k (base + bonus),
2020,2,Title: Data Science Consultant,Tenure Length: 2 years,"Location: London, UK","Base Salary: £65,000",Company/Industry: Large Tech Company,Education: PhD,Prior Experience: 3 years as data science consultant for another similar firm,Relocation/Signing Bonus: £5000 Signing bonus in stock,Stock and/or recurring bonuses:,"Total Comp: ~£90,000 w/ bonus, stock & benefits",
2020,2,"Hey - I joined a large company on their graduate scheme here in the UK. I had actually applied for the graduate scheme for a different role (ops management) and the company said that, with my experience, I might be better suited to data science.",I had 2 weeks of consulting and technical skills training - all different roles got this same training so we had a baseline knowledge.,"Then I got thrown in the deep-end on my first project, in a different country. We had a great development team and they helped me get up and running quickly as a good developer, not just a data scientist so I learnt things like coding best practices, how to create APIs (we used Django REST Framework), some basic front-end work, containerisation, container orchestration, unit/integration testing, DevOps pipelines etc. etc.",I think having that kind of project with exposure to full stack development with an interesting problem first really helped me transition quickly.,,,,,,,
2020,2,Title: Data Scientist,Tenure length: A little over 2 years,Location: Austria,Salary: ~40k€,Education: Bsc in Comp. Sci.,Prior Experience: 6 month internship in DS,,,,,
2020,2,Title: Data Scientist,Tenure length: 6 months,Location: West Coast,"Salary: 375,000",Company/Industry: FAANG,Education: Masters,Prior Experience: E-Commerce,Relocation/Signing Bonus:,Stock and/or recurring bonuses: 0,"Total comp: 375,000",
2020,2,Title: Machine Learning Manager,Tenure length: starting in Jan 2021,Location: GTA Canada,Salary: $120k,Company/Industry: fast food lul,Education: MSc in Statistics,Prior Experience:,Relocation/Signing Bonus:,Stock and/or recurring bonuses: 25% salary bonus. additional stock compensation after first year,Total comp: $150k,
2020,2,Title: (Jr.) Data Scientist,Tenure length: 1 year,Location: The Netherlands,Salary: ~€40.0000,Company/Industry: Finance,Education: Technical MSc,Prior Experience: About 1.5 years of mostly internships and programming side-jobs.,Relocation/Signing Bonus: -,"Stock and/or recurring bonuses: 8% of total salary ""holiday pay"" in May + 13th month in December + €2k set bonus. Total just over €9000. Also significant contribution to pension plan/401K, which is mandatory here.","Total comp: ~€49.000, which is about $60.000 (excl. 401k contribution).",
2020,2,Title: Data Scientist,Tenure length: 1.5 years,Location: Dallas,Salary: 91k,Company/Industry: Finance,Education: B.S. Economics (state school) 2019. Minor in Physics,Prior Experience: Internships and research assistant (semi-related),Relocation/Signing Bonus: 10k,Stock and/or recurring bonuses: n/a,Total comp: 91k,
2020,2,Title: Machine Learning Engineer,Tenure length: 1yr,"Location: Copenhagen, Denmark","Salary: 480,000dkk (78k USD)",Company/Industry: Media intelligence,"Education: MSc Software Development, BEng Mechanical Engineering",Prior Experience: 18 months of internships (including at the same company),Signing bonus: n/a,Stock: n/a,Total comp: 78k USD,
2020,2,"Title: Senior Data Scientist (fought to get the title change, salary hasn't caught up yet)","Tenure length: Full-time 1.5 years, half year part-time before that",Location: Boston,"Salary: $98,000",Company/Industry: Major financial services company,Education: MS in Statistical Practice,Prior Experience: pre-DS career teaching,Relocation/Signing Bonus: Nope,Stock and/or recurring bonuses: 20% bonus eligible (which means I get around 18% actually),"Total comp: ~ $115k annual, good benefits (health, high 401k match, $2k/year towards student loans)",
2020,2,Title:  Lead Data Scientist,Tenure length:  5+ years,Location:  NYC,"Salary:  $185,000",Company/Industry:  Media,Education:  MS Stats,Prior Experience: A few years as an analyst,Relocation/Signing Bonus: None,Stock and/or recurring bonuses:  20%,"Total comp:  $220,000",
2020,2,•	⁠Title: Senior Data Scientist,•	⁠Tenure length: 3.5 Years,•	⁠Location: India,"•	⁠Salary: 16lpa (21,772 USD)",•	⁠Company/Industry: Consulting MBB,•	⁠Education: Bachelors in Engineering,•	⁠Prior Experience: -,•	⁠Relocation/Signing Bonus: 0,•	⁠Stock and/or recurring bonuses: 2-3 lpa (2720-4050 USD approx),•	⁠Total comp: 18-19 lpa (~25k USD),"Also, can anyone from India please help me understand if this is a good salary? As I do not have many friends in this domain (started as data analyst for ome year and then learnt on the go, still learning)"
2020,2,Title: Quantitative Researcher,Tenure Length: 1 month,Location: HCOL West Coast City,"Salary: $90,000",Company/Industry: Small startup fintech,"Education: MS Math, BS Physics","Prior Experience: 1 year graduate student researcher, 3 years undergraduate student researcher",Relocation/Signing Bonus: None,Stock and/or Recurring Bonuses: Stock options. Unknown valuation (private company),"Total Comp: $90,000",
2020,2,Title: Machine Learning Data Scientist,Tenure Length: 1 year,Location: San Francisco,"Salary: $140,000",Company/Industry: Large delivery/logistics app,Education: 2-year data science masters (Berkeley MIMS). Economics BA.,"Prior experience: 2 years investment research analyst, 1yr analyst at small startup",Relocation/signing bonus: N/A,"Stock: $100,000 RSUs on signing, $50,000 performance bonus. Fully vested after 4 years",Total comp: $140000 + however you value RSUs,
2020,2,•	⁠Title: Senior Data Scientist,•	⁠Tenure length: 3 months into the new role,•	⁠Location: Czech Republic,•	⁠Salary: $46k,•	⁠Company/Industry: Healthcare,"•	⁠Education: Bsc data science, MSc Quantitative Finance",•	⁠Prior Experience: 3 years in Finance and 4 years in aeronautical industry,•	⁠Stock and/or recurring bonuses: 10% bonus eligible annually,•	⁠Total comp: $46-50k annually,,
2020,2,Ahoj !,"Yeah sure, I’ll give you a quick head up. I think a junior in data science should ask something like 60,000.00 CZK per month (34k USD per annum), then it depends on your experience and where you’ll work.","Note also that you shouldn’t undersell yourself. Aim for 60-65k CZK a month if you feel like it’s your worth (quantitative science, speaking English and Czech and perhaps another language, consulting experience etc.). If they offer a low salary, then they are targeting at hiring a data analyst and not a data scientist. That’s my view on the situation.","In case you see that the situation with HR doesn’t really work well, you can always say “I’m open for negociation on compensation “. They will be ok with proceeding with the application.",Hope this small summary helped.,PS: we can talk about it in more details via DM if you’d like,,,,,
2020,2,"Sure, I don’t have exact figures but off the top of my head I’d say for me like:",Rent $1500,Food for a family like $600-$1000 depending on eating out or having bigger meals.,"Utilities, internet, car etc: $300",These are the basis I’d say for our household. So like maybe $3000 dollars a month. Our budget with my wife normally allows us to save like $500 on good months.,"Be wary that this is a very good salary in Central Europe, and we allow ourselves to spend more than most people. Also we live in Prague, so the cost of living differs with other places in Europe.",However 2 noticeable things:,,,,
2020,2,Title: Data Scientist,Tenure length: 6 months,Location: Midwest,Salary: 125k,Company/Industry: high frequency trading,Education: BS pure math + engineering. Pure math was a waste but made me look smart,Prior Experience: a few data science internships + deep learning research,Relocation/Signing Bonus: 15k,Stock and/or recurring bonuses: 70k because we’re doing really well during covid,Total comp: 210k,
2020,2,Title: Senior Data Scientist,Tenure length: 2.5 years,"Location: San Francisco Bay Area, California","Salary: $160,000",Company/Industry: startup / internet,Education: PhD in theoretical physics,Prior Experience: 1 year postdoc in academia,"Relocation/Signing Bonus: $15,000",Stock and/or recurring bonuses: some options / no bonuses,"Total comp: $160,000",
2020,2,Title: Data Scientist,Tenure length: Pre-start,Location: Remote,"Salary: $125,000",Company/Industry: Very early-stage startup,Education: PhD,Prior Experience: 1 year in an adjacent field.,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: Equity percentage of the company,"Total comp: $125,000",
2020,2,Title: Senior Data Analyst,Tenure Length: 3 years,Location: Seattle metro area,Salary: $130k,Company/Industry: Cloud SaaS,Education: BS Economics,"Prior Experience: 3 years of analytics experience, 3 years of customer success/sales",Relocation/Signing Bonus: None,Stock and/or Recurring Bonuses: 15% annual bonus. ~$30k annually in RSUs.,Total Comp: ~$175-180k,
2020,2,Title: Senior Data Scientist,Tenure length: 2.5 years,Location: Chicago,"Salary: 96,000 (started at 70)","Company/Industry: Large, non-tech & non-finance company","Education: MS Computer Science, BS Computer Science","Prior Experience: internship in software engineering, various positions at my university, relevant class projects that I could talk about in interviews",Relocation/Signing Bonus: none,Stock and/or recurring bonuses: none,"Total comp: 96,000",
2020,2,Title: Data Scientist,Tenure length: 3 years,Location: Southeast US,"Salary: $108,500",Company/Industry: Fintech,Education: Masters in Analytics,"Prior Experience: Neuro research, Salesforce db admin",Relocation/Signing Bonus: 0,"Stock and/or recurring bonuses: $3,000","Total comp: $111,500","Mainly in technical program manager roles running ETL teams or making Tableau dashboards. Company has very little data science leadership, looking for an exit."
2020,2,Title: Data Scientist,Tenure length: 9 months,Location: Seattle,Salary: 125k,Company/Industry: Startup,Education: BA in hard science,Prior Experience: 3 years as a DS prior to this role,Relocation/Signing Bonus: n/a,Stock and/or recurring bonuses: 6k-10k/year,Total comp: 131k-135k,
2020,2,Better late than never.,Title: Senior Data Scientist,Tenure Length:  4.5 years,Location: San Francisco Bay Area,Salary: 178k,Company/Industry: Tech,Education: PhD in Engineering,"Prior Experience: None, first job",Relocation/Signing Bonus: None,Stock and/or recurring bonuses: ~190k/year in RSU at current stock price ($50) and 33k target bonus,Total Comp: ~400k
2020,2,Title: Senior Data Scientist,Tenure length: 1 Year,Location: NYC,"Salary: $123,500",Company/Industry: Bulge Bracket Banks,Education: Master's in Statistics and Applied Math,Prior Experience: Previously worked in the advertising industry for 2 years,Relocation/Signing Bonus: 0,"Stock and/or recurring bonuses: $8,000","Total comp: $131,500",
2020,2,Title: Data Scientist,Tenure length: 3.5 years,Location: Baltimore area,"Salary: $87,000",Company/Industry: higher education,Education: Masters,Prior Experience: 1 year as data analyst at a marketing firm,Relocation/Signing Bonus:,"Stock and/or recurring bonuses: ~$8,000","Total comp: ~95,000",
2020,2,Title: Analytics Project Manager,Tenure Length: 1 year,Location: Dallas,Salary: 70K,Company/Industry: Electronic Components Distribution,Education: Bachelors in Industrial Engineering,Prior Experience: Supply chain internships and Industrial engineering internships while in college.,,,,
2020,2,"Title: Lead Analyst, Analytics (Individual Contributor)",Tenure length: 1 yr,Location: West Coast,"Salary: $119,000","Education: MBA, MS Analytics","Prior Experience: 3 yrs post-MBA as a Sr Analyst, 7 yrs pre-MBA non-tech engineering roles",Relocation/Signing Bonus: $10k/$26k,Stock and/or recurring bonuses: ~$21K/yr,Total comp: ~140k,,
2020,2,Title: Decision Scientist,Tenure length: 1 years,Location: Between the coasts,"Salary: 105,000",Company/Industry: SaaS,Education: PhD,Prior Experience: ~5 years in academia post-PhD,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: N/A,"Total comp: 105,000",
2020,2,Title: Data Science Manager,Tenure length: 10+ years,Location: East Coast,Salary: 170k,Company/Industry: Consulting,"Education: Masters to get the job, currently working on a Ph.D.","Prior Experience: Research full time for 1 year, part time/ volunteer while working for another 8, started doing professional consulting gig after.","$Internship I did a research fellowship prior to moving to industry, but no internship",$Coop Nope,"Relocation/Signing Bonus: $60,000","Stock and/or recurring bonuses: Dependent on company performance - recently was 30%, previously as high as 60%"
2020,2,Title: NLP Engineer,Tenure length: <6mo,Location: DMV,Salary: 110k,Company/Industry: Health (government contracting),Education: BA in Statistics,Prior Experience: Research + an internship during undergrad. I am basically still a recent grad.,Relocation/Signing Bonus: NA,Stock and/or recurring bonuses: Nope lol,Total comp: 110k,
2020,2,Title: Data scientist,Tenure length: 1 year,Location: HCOL East Coast (not NYC),Salary: 120k,Company/Industry: E-commerce,Education: PhD engineering,Prior Experience: Post doc only,Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: 15k bonus. At a pre-IPO startup, equity is valued around $30k/yr.","Total comp: $135k, don't count equity as it's paper money",
2020,2,Title:  Business Analyst/Power BI Developer,Tenure length: 7 years,Location: Houston,"Salary: $90,000",Company/Industry: Financial Consulting,Education: High School (Self Learned),Prior Experience: AML Compliance Analyst,Relocation/Signing Bonus: No,Stock and/or recurring bonuses: No,"Total comp: $90,000",
2020,2,title : senior healthcare analyst,Tenure : just started,Location: LCL northeast (company has many office locations ),"Salary: 110,000",Company/Industry : healthcare segment of F100,Education : MPH and MS (data science),Prior exp:,4.2 years hospital analytics . (Analyst and senior analyst ),2.5 years hospital research,"SignOn: 3,000",bonus : variable 10%
2020,2,Title: (Junior) Data Scientist / Developer,Tenure length: 1y,Location: Austria,Salary: 37k,Company/Industry: Forecasting for external clients,Education: MSc Data Science with some MSc AI courses sprinkled in. BA.,Prior Experience:,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: None,Total comp: 37k,
2020,2,Its depressing here at the SEA hub for data science.,Title: Data Scientist (Dept leader & only data scientist for SEA),Tenure length: < 1 year,Location: Singapore,Salary: usd 36k,Company/Industry: Credit risk,Education: Quantitative psychology from top 11 uni of QS rank,Prior Experience: Hr data analyst,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: N/A,Total comp: est usd 42k
2020,2,Title: Senior Data Scientist,Tenure length: 5,Location: East Coast,Salary: $140K,Company/Industry: Tech,Education: Masters,Prior Experience: 4 years,Relocation/Signing Bonus:,Stock and/or recurring bonuses: $20K,Total comp: $160K,
2020,2,Title: Quant Trader,Tenure length: < 1 year,Location: Chicago,Salary: 135k,Company/Industry: Financial Services,"Education: Undergrad and Masters in Engineering, MS Financial Eng",Prior Experience:,Stock and/or recurring bonuses: 50k,Total comp: 185k,,
2020,2,Title: Sr Credit Analyst,Tenure length: Starting next month,Location: Connecticut,"Salary: $110,000",Company/Industry: Large cable/communications company,Education: BS in Business Administration,"Prior Experience: 5 years experience as a project manager, worked on a lot of automation/data related software products. Data analyst for 2 years after that.",Relocation/Signing Bonus: None,Stock and/or recurring bonuses: 10% bonus,"Total comp: $121,000",
2020,2,"Title: Data Scientist, Analytics",Tenure length: 1.5 years,Location: bay area,Salary: 160k,Company/Industry: faang,"Education: bs mechanical eng, mba",Prior Experience: data analyst at non-faang large tech company,Relocation/Signing Bonus: n/a,Stock and/or recurring bonuses: 50k/yr,Total comp: 210k,
2020,2,Title: Senior Data Analyst,"Tenure length: 8 months, 3.5 years with the company",Location: Houston,Salary: 60K,Company/Industry: Fintech,"Education: self taught, no college degree",Prior Experience: I  worked previously in banking for 6 years and then became a reporting analyst at my current company,Relocation/Signing Bonus: n/a,Stock and/or recurring bonuses: 10% if the company does well (no bonus this year due to covid),Total comp: 66K,"Duties include: ETL, using SQL to query large datasets, dashboard creation in tableau and power BI, using Python(pandas) for exploratory data analysis, report automation, and presenting said dashboards to executives. I totally feel like I’m underpaid, but I’ve only been in this role 8 months and I have no college degree, so I’m afraid to jump ship."
2020,2,Title: Data Analyst,Tenure Length: ~1 month,Location: SF,"Salary: $115,000",Company/Industry: FAANG,Education: BS in Finance/ Minor in IT,"Prior Experience: IT Audit at Accounting firm (1.5), Data Analyst (1)",Relocation/Signing Bonus:,"Stock: $100,000/ 4 years - 10% bonus","Total Comp: ~$150,000",
2019,2,Title: ML Engineer (L7/E7-equivalent level),Tenure length: 1year,Location: Seattle,Salary: $295k,Company/Industry: SaaS,Education: MS,"Prior Experience: ~15yrs, several FAANG-ish companies",Relocation/Signing Bonus: $75k,"Stock and/or recurring bonuses: $75k bonus, $270k RSU's per year",Total comp: $640k,
2019,2,Title: Manager Data Analytics/Science,Tenure length: 1yr,Location: Pennsylvania LCOL area (not PHI/PIT),"Salary: $160,000",Company/Industry: Utility,Education: BS Risk Analytics | MS Data Science,"Prior Experience: 9 yrs in various analytical roles (data, intelligence, and data scientist for last 3ish yrs) for federal government.",Stock: ~$20k-50k,recurring bonuses: ~$20k-50k,Total comp: ~$200k-260k,
2019,2,Title: Data Engineer,Tenure length: 1.5 years,Location: Down Under,Salary: $119k,Company/Industry: Media,Education: Bachelors,Prior Experience: 2 years of risk analyst/data analyst,Stock and/or recurring bonuses: 10% target bonus + share scheme,Total comp: ~133k,,
2019,2,Title: Data Analyst,Tenure length: 1.5 yeaers,Location: Atlanta,Salary: $60k,Company/Industry: The Home Depot/Retail,"Education: BS: Accounting, graduate 2020",Prior Experience: 5 months as a pricing analyst at a real estate company,Relocation/Signing Bonus: 5% of salary,Stock and/or recurring bonuses: 6% company match if I recall correctly,Total comp: $63K,
2019,2,Title: Marketing Manager (doing analysis),Tenure length: 2 years,Location: SoCal,Salary: $128k,Company/Industry: Healthcare,"Education: BS, Business (just finished MS, CIS)","Prior Experience: 10 years, marketing analysis",Relocation/Signing Bonus: $5k,Stock and/or recurring bonuses: 10%,Total comp: $140.8k,
2019,2,Title: Data Analyst,Tenure length: 10 months,Location: Germany,"Salary: $64,5k  (€58k)",Company/Industry: MedTech,Education: Econ PhD,Prior Experience,Relocation/Signing Bonus: NA,Stock and/or recurring bonuses: $5.5k **(**€5k),Total comp: ~$70k,
2019,2,Title: Data Analyst,Tenure length: Start Date set in September,Location: NJ,"Salary: $84,000",Company/Industry: Consumer Packaged Goods,Education: 2 B.s. Data Science & Applied Statistics,Prior Experience:,Relocation/Signing Bonus: $5k signing bonus,Stock and/or recurring bonuses: 8% EOY target bonus,Total comp: $95k,
2019,2,Title: Data Analyst,Tenure length: 7 months,Location: Minneapolis,Salary: $65K,Company/Industry: Retail,Education: BS in Math and Data Science,Prior Experience:,Relocation/Signing Bonus: $5K,Stock and/or recurring bonuses: $1.5K,Total comp: $71.5K,
2019,2,Title: Business Intelligence Engineer III,Tenure length: 3.5 Years,Location: Seattle,"Salary: $110,000",Company/Industry: Amazon,"Education: Bachelors in Psychology, Masters in I/O Psychology",Prior Experience: 4 years as a Consultant with Deloitte,"Stock and/or recurring bonuses: $75,000","Total comp: $185,000",,
2019,2,Title: Data Scientist,Tenure length: 8 months,Location: San Francisco,Salary: 135k,Company/Industry: Tech Company,"Education: BS in Operation Research, MS in Data Science",Prior Experience: 1.25 Year at large tech company as DS,Relocation/Signing Bonus: 15k,Stock and/or recurring bonuses: 65k/year,Total comp: 195k,
2019,2,Title: ML Engineer,Tenure length: < 1 year,Location: D.C.,"Salary: $170,000",Company/Industry: Defense,Education: MS CS,"Prior Experience: Data Analyst: 1 year, Data Scientist: 1 year",Relocation/Signing Bonus: ~5-10k,Stock and/or recurring bonuses: ~10%,Total comp: ~185-205k,
2019,2,Title: Data Scientist,Tenure length: 1.5 Years,Location: Los Angeles,"Salary: $95,500",Company/Industry: Legal,"Education: BS Economics, Finishing up Masters in Statistics.",Prior Experience:,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: Annual bonus largely dependent on performance and state of the firm. Between 5-10K,"Total comp: $100,000-$105,000",
2019,2,Title: Data Scientist,Tenure length: 2 years,Location: South Florida,Salary: 100k,Company/Industry: Financial Technology,Education: 3x B.S.,Prior Experience: 2-3 years Finance/IT,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: 5-10%,Total comp: 110k,
2019,2,Title: Data Scientist,Tenure length: < 1 year,Location: Greater Philadelphia Area,Salary: $110K,Company/Industry: Fintech startup,Education: PhD,Prior Experience: DS bootcamp,$Internship,$Coop,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: Didn't get around to it.
2019,2,Title: Data Scientist,Tenure length: <1 year,Location: Greater Philadelphia,Salary: 110k,Company/Industry: CPG,Education: PhD,Prior Experience: None (minor relevant experience in grad school),"Relocation/Signing Bonus: Equity with current value ~$50k, 4yr vest",Stock and/or recurring bonuses: 10% cash bonus,"Total comp: ~$120k, not counting equity (which I don't)",
2019,2,Title: Analytics Manager,Tenure length: 8 month as manager; 2 prior as analyst,Location: Midwest (remote for LA-area company),"Salary: $101,000 USD",Company/Industry: Health Insurance,"Education: BA Mathematics, MS Data Science",Prior Experience: 9 years as data analyst in health care,Relocation/Signing Bonus: n/a; I do get a small remote stipend,Stock and/or recurring bonuses: n/a,"Total comp: $103,000 USD",
2019,2,Title: Senior Data Analyst,Tenure length: 2 Years (Current org),Location: India,Salary: 12 lakh annully/ 16.9k USD,Company/Industry: Marketing,Education: Bachleors,Prior Experience: 11 Years in Data analysis,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: 1lakh/1.1k USD,Total comp: 14 lakh/ 19.7k USD,
2019,2,Title: Senior Data Scientist,Tenure length: 3.5 years,Location: San Francisco,Salary: $175k,Company/Industry: Tech,Education: PhD/MS/BS in engineering,Prior Experience: Still at first job,Relocation/Signing Bonus: -,"Stock and/or recurring bonuses: ~30k annual bonus target, ~$70k per year in RSU at current stock price",Total comp: $275k,
2019,2,Title: Analytics Manager,Tenure length: 3 months,Location: Midwest,Salary: $103k,Company/Industry: Retail,Education: Masters in Business Analytics (graduated June 2019); BA in Accounting,Prior Experience: Multiple Data Analyst roles for the last five years,Relocation/Signing Bonus: none,"Stock and/or recurring bonuses: 8% annual bonus, divided up by overall company performance and individual performance, though I won't get one for this year since I started so late.",Total comp: $110k,
2019,2,"Title: IT Engineer, Applications - ETL Development, but I technically sound 50% of my time doing DBA work as well.",Tenure: 2.5 years,"Location: Work remotely, but live in Denver","Salary: 76,700",Industry: Large healthcare not-for-profit,Education: BS in Physics,Prior experience: 8 years total in various data-related positions,Relocation/Signing Bonus: No,"Stock/Recurring Bonus: Pension plan, potential 5% bonus based on group goals","Total compensation: ~85,000-90,000",
2019,2,Title: Data Scientist,Tenure length: Starting Early 2020,Location: D.C. Area,"Salary: $105,000",Company/Industry: Financial,"Education: MS in Analytics, BS in Math",Prior Experience:,Relocation/Signing Bonus: 1k/15k,"Total comp: ~$120,000",,
2019,2,"Title: Data Scientist Location: Stockholm, Sweden Salary: 49,000$ Company: Tech/Music",Education: Bsc Economics MSc Economics (finishing thesis atm),Prior experience: A few Internships 1.5 years as Junior Data Scientist,Stock and other benefit: can buy stock before ipo + some other random stuff,"Total compensation: probably around 51,000$",,,,,,
2019,2,Title: Data Scientist,Tenure length: 4 months,"Location: Austin, TX","Salary: $116,500",Company/Industry: Fintech,"Education: MSE (aerospace engineering, UT Austin), BS (mechanical engineering, Caltech)",Prior Experience:,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: 7.5% annual bonus (depending on company performance),4 Weeks PTO (all PTO lumped into one),Work from home as needed
2019,2,Title: Senior Data Scientist,"Tenure length:  4 years in industry, 7 in academia with ML / large data volume / optimization exerience",Location: SF Bay,Salary: $475k base,Company/Industry: Tech (already easy enough to identify me and anyone that knows typical pay structures in the bay can guess the company,Education: PhD in STEM,Relocation/Signing Bonus: relocation costs covered. No signing,Stock and/or recurring bonuses: 5% of base in options,,,
2019,2,Title  - Data Scientist,Education - Masters,Tenure - 1.5 years,"Experience -  1.75 in DS consulting of big 4, 1.5 in current role. so 3.25 in total","Industry - Fintech, Custom sofware",Salary - £46k,"Other benefits - flexible working, datacamp corporate",Total - £60k,Location - Bristol UK,,
2019,2,Title: Senior data scientist (mostly product analytics),Tenure length: 1.5 years,Location: remote: I live in the Midwest and the salary is adjusted for location,"Salary: $127,000",Company/Industry: tech,Education: M.A. economics,Prior Experience: 4 years,"Relocation/Signing Bonus: $22,000",Other benefits: worth mentioning that good health insurance is paid for 100%,"Stock and/or recurring bonuses: I wanna say $24,000 RSUs and $19,000 cash","Total comp: $170,000"
2019,2,Title: Data Analyst,Tenure length: 0.5 years,Location: Philippines,Salary: USD 15000 per year,Company/Industry: Portofolio Analytics and Indices,Education: BS Applied Mathematics,Prior Experience: Internship at a local bank,Relocation/Signing Bonus: none,Stock and/or recurring bonuses: none,Total comp: USD 15000 per year,
2019,2,Title: Senior Data Scientist,Tenure length: 1 month,Location: Remote,"Salary: $165,000",Company/Industry: Ad Tech,"Education: PhD, CS",Prior Experience: 5 years,Relocation/Signing Bonus: n/a,Stock and/or recurring bonuses: quarterly bonuses,"Total comp: >$165,000",
2019,2,• ⁠Title: Data Scientist,• ⁠Tenure length: 2 years,• ⁠Location: Netherlands,"• ⁠Salary: 59,000 EUR",• ⁠Company/Industry: Travel,• ⁠Education: Mechanical engineering,• ⁠Prior Experience: 4 years (2 startups and 1 big travel software company),• ⁠Relocation/Signing Bonus: n/a,• ⁠Stock and/or recurring bonuses: n/a,,
2019,2,"Title: Algorithm Developer, mostly do modeling work for cyberphysical systems.",Tenure length: 3years,Location:  Austin TX,Salary: $160000,Company/Industry:  Oil/Gas,"Education: MS CompE, BS CS",Prior Experience: DoD work.,Relocation/Signing Bonus:,"Stock and/or recurring bonuses: $33k bonus, $100K new RSUs/year",Total comp:  $300k,
2019,2,Title: Senior Data Analyst,Tenure length: 4 months,Location: Bay Area,Company/Industry: Tech,Education: PhD,Prior Experience: 4 years in data analysis,Total comp: $262K,,,,
2019,2,Throwaway for obvious reasons.,Title Data Scientist,Tenure Length 6 months,Location NYC,Salary 120k,Industry tech/logistics,"Education Statistics BA, CS MS",Prior Experience First job out of college. I had 2 data science internships and my name on an ML paper.,Relocation/signing bonus None,Stock ~1k a year. Won't be worth anything unless we get bought out or go public.,total comp 121k
2019,2,Title: None,Tenure length: 2 Weeks,Location: My Home,Salary: 0,Company/Industry: N/A,Education: Masters,Prior Experience:,Relocation/Signing Bonus: 0,Stock and/or recurring bonuses: 0,Total comp: 0,
2019,2,"not at all,","officially it was for ""not being invested [in the company]"" but really it was because right after we hired a second data analyst/scientist we lost about 40% of our clients, and 90% of our low touch clients.","right around when that happened we lost two operators, so the ones we had left were horribly overworked, but leadership did nothing to backfill those roles. Just two weeks before i was fired they declined to move forward on an initiative that would have saved them something like 10k/mo because they didnt have the money to front the 15-20k startup fee.","so officially i was fired, but really i was laid off because the co had 2 data analysts and could only afford 1 if any",,,,,,,
2019,2,Title: Biostatistician/Data Scientist,Tenure length: 6 months,Location: Miami/Ft. Lauderdale,Salary: 52.5k,Company/Industry: Clinical Research Organization (Pharma),Education: B.S. Statistics (Graduated April 19’),Prior Experience: 7 years contracting data management services,Relocation/Signing Bonus: None,Comp: Health Insurance / 401K,Stock and/or recurring bonuses: Bi-annual performance-based 5% raise,
2019,2,I post here fairly regularly on my main (work) account but would rather this be anonymous,Title: Data Scientist,Tenure length: 2.5 years,Location: Phoenix,Salary: 90k base,Company/Industry: Insurance,Education: MS Analytics,Prior Experience:,Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: Company Performance Bonus ~10% annual. $12k Retention bonuses annual,
2019,2,Title: Data Scientist,Tenure length: 2yrs,Location: Houston,"Salary: $136,000",Company/Industry: Oil and Gas,Education: Masters in Applied Statistics,Prior Experience: 2yrs of actuarial experience,"Relocation/Signing Bonus: $15,000 signing bonus",Stock and/or recurring bonuses: 15-30% bonus,"Total comp: $163,000",
2019,2,Title: Data Scientist,Tenure length: 1 Year,Location: Midwest,"Salary: 83,000",Company/Industry: Fortune 100,Education: MS Statistics,Prior Experience: None,"Relocation/Signing Bonus: 5,000","Stock and/or recurring bonuses: 5,000-12,000","Total comp:93,000-100,000",
2019,2,Title: Data Scientist,Tenure length: 1.5 years,Location: Bay Area,Salary: $155k,Company/Industry: FB (IC4),Education: PhD in engineering,Prior Experience: 1 year non-tech company @ ~$110k comp,No internship or coop,Relocation/Signing Bonus: $16k/$10k,Stock and/or recurring bonuses: $50k stock and $15k bonus,Total comp: $220k
2019,2,Title: Data Scientist,Tenure length: 2.5 yrs,"Location: Irving, TX",Salary: 130k,Company/Industry: Entertainment,"Education: MSc Psychology, MSc Data Science",Prior Experience: 15 yrs,"Relocation/Signing Bonus: None, local",Stock and/or recurring bonuses: 20k,Total comp: 150k,
